Datum;Waren_ID;Warenbezeichnung;Export;Import;Handelsbilanz
01.12.18;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;149480;99013;50467
01.12.18;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;36684;84299;-47615
01.12.18;WA58;Spezialgewebe, Spitzen, Tapisserien;32286;16841;15445
01.12.18;WA59;Getränkte, bestrichene usw. Gewebe;158348;76126;82222
01.12.18;WA60;Gewirke und Gestricke;45702;26215;19487
01.12.18;WA61;Bekleidung usw. aus Gewirken, Gestricken;697031;1192378;-495347
01.12.18;WA62;Andere Bekleidung, Bekleidungszubehör;691679;1076773;-385094
01.12.18;WA63;Andere Konfektion, Spinnstoffwaren usw.;195870;271306;-75436
01.12.18;WA64;Schuhe, Gamaschen, ähnliche Waren;460318;742591;-282273
01.12.18;WA65;Kopfbedeckungen und Teile davon;30450;46528;-16078
01.12.18;WA66;Schirme, Gehstöcke usw., Peitschen;4606;16714;-12108
01.12.18;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;8867;20888;-12021
01.12.18;WA68;Waren aus Steinen, Gips, Zement usw.;300659;221521;79138
01.12.18;WA69;Keramische Waren;267600;197489;70111
01.12.18;WA70;Glas und Glaswaren;439711;346540;93171
01.12.18;WA71;Perlen, Edelsteine, Edelmetalle;878003;1272777;-394774
01.12.18;WA72;Eisen und Stahl;1618202;1694577;-76375
01.12.18;WA73;Waren aus Eisen oder Stahl;1939784;1463660;476124
01.12.18;WA74;Kupfer und Waren daraus;627638;557032;70606
01.12.18;WA75;Nickel und Waren daraus;83215;110928;-27713
01.12.18;WA76;Aluminium und Waren daraus;930926;1053398;-122472
01.12.18;WA78;Blei und Waren daraus;23602;33037;-9435
01.12.18;WA79;Zink und Waren daraus;44623;103567;-58944
01.12.18;WA80;Zinn und Waren daraus;7030;25337;-18307
01.12.18;WA81;Andere unedle Metalle, Cermets usw.;110362;146699;-36337
01.12.18;WA82;Werkzeuge, Schneidwaren, Essbestecke;604513;392433;212080
01.12.18;WA83;Verschiedene Waren aus unedlen Metallen;471545;308841;162704
01.12.18;WA84;Maschinen, Apparate, mechanische Geräte;18451835;10865040;7586795
01.12.18;WA85;Elektrotechnische Erzeugnisse;10347825;10193139;154686
01.12.18;WA86;Schienenfahrzeuge;252867;285916;-33049
01.12.18;WA87;Kraftfahrzeuge, Landfahrzeuge;14704357;8121966;6582391
01.12.18;WA88;Luftfahrzeuge, Raumfahrzeuge;4550119;1418474;3131645
01.12.18;WA89;Wasserfahrzeuge;129455;90445;39010
01.12.18;WA90;Optische, photografische usw. Erzeugnisse;5541018;2970674;2570344
01.12.18;WA91;Uhrmacherwaren;143200;153281;-10081
01.12.18;WA92;Musikinstrumente;59389;53827;5562
01.12.18;WA93;Waffen und Munition;33084;13631;19453
01.12.18;WA94;Möbel, Beleuchtungskörper usw.;1143115;1345996;-202881
01.12.18;WA95;Spielzeug, Spiele usw., Sportgeräte;362477;651342;-288865
01.12.18;WA96;Verschiedene Waren;277820;206849;70971
01.12.18;WA97;Kunstgegenstände, Sammlungsstücke;52688;40637;12051
01.12.18;WA98;Vollständige Fabrikationsanlagen;99265;1563;97702
01.12.18;WA99;Zusammenstellungen verschiedener Waren;1155577;970125;185452
01.12.19;WA01;Lebende Tiere;132214;160989;-28775
01.12.19;WA02;Fleisch;785718;625482;160236
01.12.19;WA03;Fische, Krebs- und Weichtiere;131989;321349;-189360
01.12.19;WA04;Milch, Milcherzeugnisse, Eier, Honig;723890;690361;33529
01.12.19;WA05;Andere Waren tierischen Ursprungs;63814;71787;-7973
01.12.19;WA06;Pflanzen, Waren des Blumenhandels;57898;205784;-147886
01.12.19;WA07;Gemüse, Pflanzen für Ernährung;71918;541958;-470040
01.12.19;WA08;Geniessbare Früchte und Nüsse;171650;787847;-616197
01.12.19;WA09;Kaffee, Tee, Mate, Gewürze;218865;259250;-40385
01.12.19;WA10;Getreide;112118;222346;-110228
01.12.19;WA11;Müllereierzeugnisse, Malz usw.;129138;50262;78876
01.12.19;WA12;Ölsamen usw., Heilpflanzen usw.;90449;482766;-392317
01.12.19;WA13;Schellack, Gummen, Harz, Pflanzensaft;46000;37459;8541
01.12.19;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;457;3549;-3092
01.12.19;WA15;Tierische und pflanzliche Fette, Öle, Wachs;178923;262221;-83298
01.12.19;WA16;Zubereitungen von Fleisch, Fisch usw.;249486;252321;-2835
01.12.19;WA17;Zucker und Zuckerwaren;199717;114539;85178
01.12.19;WA18;Kakao und Zubereitungen aus Kakao;425237;333317;91920
01.12.19;WA19;Zubereitungen aus Getreide usw., Backwaren;503783;351242;152541
01.12.19;WA20;Zubereitungen von Gemüse, Früchten usw.;232457;410399;-177942
01.12.19;WA21;Verschiedene Lebensmittelzubereitungen;438219;265618;172601
01.12.19;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;430560;632951;-202391
01.12.19;WA23;Rückstände der Lebensmittelindustrie, Futter;371749;331981;39768
01.12.19;WA24;Tabak;214259;188171;26088
01.12.19;WA25;Salz, Schwefel, Steine, Erden usw.;135670;129940;5730
01.12.19;WA26;Erze, Schlacken, Aschen;33754;624196;-590442
01.12.19;WA27;Mineralische Brennstoffe usw.;2363559;8265390;-5901831
01.12.19;WA28;Anorganische chemische Erzeugnisse;778801;446477;332324
01.12.19;WA29;Organische chemische Erzeugnisse;1763617;2420681;-657064
01.12.19;WA30;Pharmazeutische Erzeugnisse;5825231;4332214;1493017
01.12.19;WA31;Düngemittel;172052;71597;100455
01.12.19;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;703694;362539;341155
01.12.19;WA33;Etherische Öle, Riech-, Schönheitsmittel;738880;543967;194913
01.12.19;WA34;Seifen, Waschmittel usw.;527266;326047;201219
01.12.19;WA35;Eiweissstoffe, Klebstoffe, Enzyme;247328;158339;88989
01.12.19;WA36;Sprengstoffe, pyrotechnische Artikel usw.;27885;13762;14123
01.12.19;WA37;Photochemische Erzeugnisse;83540;71444;12096
01.12.19;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1654323;1053053;601270
01.12.19;WA39;Kunststoffe und Waren daraus;3839920;2559493;1280427
01.12.19;WA40;Kautschuk und Waren daraus;938495;796512;141983
01.12.19;WA41;Häute, Felle, Leder;52197;42921;9276
01.12.19;WA42;Lederwaren, Sattlerwaren;196702;357698;-160996
01.12.19;WA43;Pelzfelle, künstliches Pelzwerk;6319;6615;-296
01.12.19;WA44;Holz, Holzwaren, Holzkohle;540607;501799;38808
01.12.19;WA45;Kork, Korkwaren;2056;7407;-5351
01.12.19;WA46;Flechtwaren, Korbmacherwaren;3309;9489;-6180
01.12.19;WA47;Halbstoffe aus Holz usw., Papierabfall;75342;267618;-192276
01.12.19;WA48;Papier, Pappe und Waren daraus;1257649;897796;359853
01.12.19;WA49;Bücher, Zeitungen, Bilddrucke usw.;331109;256694;74415
01.12.19;WA50;Seide;1666;1811;-145
01.12.19;WA51;Wolle, feine und grobe Tierhaare;35979;42658;-6679
01.12.19;WA52;Baumwolle;51465;50221;1244
01.12.19;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;4763;6415;-1652
01.12.19;WA54;Synthetisches oder künstliches Filament;106989;85333;21656
01.12.19;WA55;Synthetische oder künstliche Spinnfaser;117187;81545;35642
01.12.19;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;157038;93451;63587
01.12.19;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;36241;83341;-47100
01.12.19;WA58;Spezialgewebe, Spitzen, Tapisserien;30046;15146;14900
01.12.19;WA59;Getränkte, bestrichene usw. Gewebe;149630;71854;77776
01.12.19;WA60;Gewirke und Gestricke;46626;28249;18377
01.12.19;WA61;Bekleidung usw. aus Gewirken, Gestricken;790906;1317556;-526650
01.12.19;WA62;Andere Bekleidung, Bekleidungszubehör;777663;1209578;-431915
01.12.19;WA63;Andere Konfektion, Spinnstoffwaren usw.;199379;294742;-95363
01.12.19;WA64;Schuhe, Gamaschen, ähnliche Waren;577872;849180;-271308
01.12.19;WA65;Kopfbedeckungen und Teile davon;38064;54778;-16714
01.12.19;WA66;Schirme, Gehstöcke usw., Peitschen;5399;14492;-9093
01.12.19;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;9449;21734;-12285
01.12.19;WA68;Waren aus Steinen, Gips, Zement usw.;302413;206987;95426
01.12.19;WA69;Keramische Waren;261179;198643;62536
01.12.19;WA70;Glas und Glaswaren;420361;329426;90935
01.12.19;WA71;Perlen, Edelsteine, Edelmetalle;1148658;2058064;-909406
01.12.19;WA72;Eisen und Stahl;1303982;1386428;-82446
01.12.19;WA73;Waren aus Eisen oder Stahl;1798957;1369043;429914
01.12.19;WA74;Kupfer und Waren daraus;717595;562551;155044
01.12.19;WA75;Nickel und Waren daraus;94492;122711;-28219
01.12.19;WA76;Aluminium und Waren daraus;897290;911854;-14564
01.12.19;WA78;Blei und Waren daraus;24214;40881;-16667
01.12.19;WA79;Zink und Waren daraus;45492;88569;-43077
01.12.19;WA80;Zinn und Waren daraus;5048;24196;-19148
01.12.19;WA81;Andere unedle Metalle, Cermets usw.;96980;128714;-31734
01.12.19;WA82;Werkzeuge, Schneidwaren, Essbestecke;589693;362527;227166
01.12.19;WA83;Verschiedene Waren aus unedlen Metallen;491454;322230;169224
01.12.19;WA84;Maschinen, Apparate, mechanische Geräte;18468051;10993943;7474108
01.12.19;WA85;Elektrotechnische Erzeugnisse;10489298;10338916;150382
01.12.19;WA86;Schienenfahrzeuge;270143;290606;-20463
01.12.19;WA87;Kraftfahrzeuge, Landfahrzeuge;14635581;8752921;5882660
01.12.19;WA88;Luftfahrzeuge, Raumfahrzeuge;5133166;1088160;4045006
01.12.19;WA89;Wasserfahrzeuge;205127;222345;-17218
01.12.19;WA90;Optische, photografische usw. Erzeugnisse;5734071;3135280;2598791
01.12.19;WA91;Uhrmacherwaren;144450;184903;-40453
01.12.19;WA92;Musikinstrumente;68077;62284;5793
01.12.19;WA93;Waffen und Munition;34233;13894;20339
01.12.19;WA94;Möbel, Beleuchtungskörper usw.;1174055;1377555;-203500
01.12.19;WA95;Spielzeug, Spiele usw., Sportgeräte;426628;655326;-228698
01.12.19;WA96;Verschiedene Waren;298838;220210;78628
01.12.19;WA97;Kunstgegenstände, Sammlungsstücke;62089;48790;13299
01.12.19;WA98;Vollständige Fabrikationsanlagen;65695;NULL;#WERT!
01.12.19;WA99;Zusammenstellungen verschiedener Waren;1239076;985272;253804
01.12.20;WA01;Lebende Tiere;99537;91238;8299
01.12.20;WA02;Fleisch;520419;514210;6209
01.12.20;WA03;Fische, Krebs- und Weichtiere;122966;336201;-213235
01.12.20;WA04;Milch, Milcherzeugnisse, Eier, Honig;744786;733491;11295
01.12.20;WA05;Andere Waren tierischen Ursprungs;57236;80710;-23474
01.12.20;WA06;Pflanzen, Waren des Blumenhandels;59346;188253;-128907
01.12.20;WA07;Gemüse, Pflanzen für Ernährung;75730;552642;-476912
01.12.20;WA08;Geniessbare Früchte und Nüsse;156513;842647;-686134
01.12.20;WA09;Kaffee, Tee, Mate, Gewürze;270360;291107;-20747
01.12.20;WA10;Getreide;297620;242594;55026
01.12.20;WA11;Müllereierzeugnisse, Malz usw.;123308;56071;67237
01.12.20;WA12;Ölsamen usw., Heilpflanzen usw.;100484;541992;-441508
01.12.20;WA13;Schellack, Gummen, Harz, Pflanzensaft;43873;44198;-325
01.12.20;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;579;2866;-2287
01.12.20;WA15;Tierische und pflanzliche Fette, Öle, Wachs;240490;286631;-46141
01.12.20;WA16;Zubereitungen von Fleisch, Fisch usw.;237916;260562;-22646
01.12.20;WA17;Zucker und Zuckerwaren;191377;114531;76846
01.12.20;WA18;Kakao und Zubereitungen aus Kakao;429076;299105;129971
01.12.20;WA19;Zubereitungen aus Getreide usw., Backwaren;507432;351854;155578
01.12.20;WA20;Zubereitungen von Gemüse, Früchten usw.;238607;394929;-156322
01.12.20;WA21;Verschiedene Lebensmittelzubereitungen;489151;282804;206347
01.12.20;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;394593;619746;-225153
01.12.20;WA23;Rückstände der Lebensmittelindustrie, Futter;444736;338583;106153
01.12.20;WA24;Tabak;163436;201152;-37716
01.12.20;WA25;Salz, Schwefel, Steine, Erden usw.;128922;119596;9326
01.12.20;WA26;Erze, Schlacken, Aschen;46073;874694;-828621
01.12.20;WA27;Mineralische Brennstoffe usw.;2163770;5791896;-3628126
01.12.20;WA28;Anorganische chemische Erzeugnisse;844789;446670;398119
01.12.20;WA29;Organische chemische Erzeugnisse;1878834;2787827;-908993
01.12.20;WA30;Pharmazeutische Erzeugnisse;6404997;4167036;2237961
01.12.20;WA31;Düngemittel;158142;73190;84952
01.12.20;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;785317;434112;351205
01.12.20;WA33;Etherische Öle, Riech-, Schönheitsmittel;675085;529329;145756
01.12.20;WA34;Seifen, Waschmittel usw.;570524;337551;232973
01.12.20;WA35;Eiweissstoffe, Klebstoffe, Enzyme;270903;164546;106357
01.12.20;WA36;Sprengstoffe, pyrotechnische Artikel usw.;24897;12785;12112
01.12.20;WA37;Photochemische Erzeugnisse;87219;62473;24746
01.12.20;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;2061439;1602329;459110
01.12.20;WA39;Kunststoffe und Waren daraus;4128755;2747999;1380756
01.12.20;WA40;Kautschuk und Waren daraus;1023043;923757;99286
01.12.20;WA41;Häute, Felle, Leder;39184;31833;7351
01.12.20;WA42;Lederwaren, Sattlerwaren;180782;312322;-131540
01.12.20;WA43;Pelzfelle, künstliches Pelzwerk;5131;7613;-2482
01.12.20;WA44;Holz, Holzwaren, Holzkohle;643975;542787;101188
01.12.20;WA45;Kork, Korkwaren;2306;8103;-5797
01.12.20;WA46;Flechtwaren, Korbmacherwaren;3638;10926;-7288
01.12.20;WA47;Halbstoffe aus Holz usw., Papierabfall;67687;246321;-178634
01.12.20;WA48;Papier, Pappe und Waren daraus;1268457;885739;382718
01.12.20;WA49;Bücher, Zeitungen, Bilddrucke usw.;340143;290222;49921
01.12.20;WA50;Seide;1154;1940;-786
01.12.20;WA51;Wolle, feine und grobe Tierhaare;26605;25943;662
01.12.20;WA52;Baumwolle;45182;48081;-2899
01.12.20;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;3100;5819;-2719
01.12.20;WA54;Synthetisches oder künstliches Filament;100066;83763;16303
01.12.20;WA55;Synthetische oder künstliche Spinnfaser;112204;79770;32434
01.12.20;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;168133;112029;56104
01.12.20;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;39504;97033;-57529
01.12.20;WA58;Spezialgewebe, Spitzen, Tapisserien;33575;16511;17064
01.12.20;WA59;Getränkte, bestrichene usw. Gewebe;159463;76981;82482
01.12.20;WA60;Gewirke und Gestricke;44490;29552;14938
01.12.20;WA61;Bekleidung usw. aus Gewirken, Gestricken;830308;1314806;-484498
01.12.20;WA62;Andere Bekleidung, Bekleidungszubehör;727662;1084742;-357080
01.12.20;WA63;Andere Konfektion, Spinnstoffwaren usw.;275095;598963;-323868
01.12.20;WA64;Schuhe, Gamaschen, ähnliche Waren;507982;767443;-259461
01.12.20;WA65;Kopfbedeckungen und Teile davon;37800;53535;-15735
01.12.20;WA66;Schirme, Gehstöcke usw., Peitschen;5142;15576;-10434
01.12.20;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;10472;19748;-9276
01.12.20;WA68;Waren aus Steinen, Gips, Zement usw.;318847;218403;100444
01.12.20;WA69;Keramische Waren;260853;211994;48859
01.12.20;WA70;Glas und Glaswaren;433200;360404;72796
01.12.20;WA71;Perlen, Edelsteine, Edelmetalle;1699321;2377665;-678344
01.12.20;WA72;Eisen und Stahl;1491427;1306736;184691
01.12.20;WA73;Waren aus Eisen oder Stahl;1790424;1520978;269446
01.12.20;WA74;Kupfer und Waren daraus;706746;655284;51462
01.12.20;WA75;Nickel und Waren daraus;81341;88981;-7640
01.12.20;WA76;Aluminium und Waren daraus;961231;975576;-14345
01.12.20;WA78;Blei und Waren daraus;27549;36196;-8647
01.12.20;WA79;Zink und Waren daraus;50158;86332;-36174
01.12.20;WA80;Zinn und Waren daraus;6318;24229;-17911
01.12.20;WA81;Andere unedle Metalle, Cermets usw.;78502;99146;-20644
01.12.20;WA82;Werkzeuge, Schneidwaren, Essbestecke;613795;401743;212052
01.12.20;WA83;Verschiedene Waren aus unedlen Metallen;502064;365092;136972
01.12.20;WA84;Maschinen, Apparate, mechanische Geräte;17819740;11532956;6286784
01.12.20;WA85;Elektrotechnische Erzeugnisse;11396238;11892534;-496296
01.12.20;WA86;Schienenfahrzeuge;338481;370812;-32331
01.12.20;WA87;Kraftfahrzeuge, Landfahrzeuge;16370591;9315664;7054927
01.12.20;WA88;Luftfahrzeuge, Raumfahrzeuge;3982521;783413;3199108
01.12.20;WA89;Wasserfahrzeuge;309168;656724;-347556
01.12.20;WA90;Optische, photografische usw. Erzeugnisse;5573453;3220043;2353410
01.12.20;WA91;Uhrmacherwaren;162784;207381;-44597
01.12.20;WA92;Musikinstrumente;62028;62450;-422
01.12.20;WA93;Waffen und Munition;57007;20150;36857
01.12.20;WA94;Möbel, Beleuchtungskörper usw.;1121257;1601240;-479983
01.12.20;WA95;Spielzeug, Spiele usw., Sportgeräte;450848;789744;-338896
01.12.20;WA96;Verschiedene Waren;300827;259308;41519
01.12.20;WA97;Kunstgegenstände, Sammlungsstücke;63436;74247;-10811
01.12.20;WA98;Vollständige Fabrikationsanlagen;70953;6511;64442
01.12.20;WA99;Zusammenstellungen verschiedener Waren;1169062;1062088;106974
01.12.21;WA01;Lebende Tiere;119142;94506;24636
01.12.21;WA02;Fleisch;542361;618002;-75641
01.12.21;WA03;Fische, Krebs- und Weichtiere;151064;405055;-253991
01.12.21;WA04;Milch, Milcherzeugnisse, Eier, Honig;913578;876122;37456
01.12.21;WA05;Andere Waren tierischen Ursprungs;70036;89965;-19929
01.12.21;WA06;Pflanzen, Waren des Blumenhandels;65191;250694;-185503
01.12.21;WA07;Gemüse, Pflanzen für Ernährung;94242;660899;-566657
01.12.21;WA08;Geniessbare Früchte und Nüsse;161368;929281;-767913
01.12.21;WA09;Kaffee, Tee, Mate, Gewürze;300183;433710;-133527
01.12.21;WA10;Getreide;289253;277821;11432
01.12.21;WA11;Müllereierzeugnisse, Malz usw.;163645;68865;94780
01.12.21;WA12;Ölsamen usw., Heilpflanzen usw.;135937;740133;-604196
01.12.21;WA13;Schellack, Gummen, Harz, Pflanzensaft;55126;51841;3285
01.12.21;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;878;5009;-4131
01.12.21;WA15;Tierische und pflanzliche Fette, Öle, Wachs;323115;480148;-157033
01.12.21;WA16;Zubereitungen von Fleisch, Fisch usw.;277271;317304;-40033
01.12.21;WA17;Zucker und Zuckerwaren;237237;134110;103127
01.12.21;WA18;Kakao und Zubereitungen aus Kakao;476894;343314;133580
01.12.21;WA19;Zubereitungen aus Getreide usw., Backwaren;552214;430239;121975
01.12.21;WA20;Zubereitungen von Gemüse, Früchten usw.;236730;446998;-210268
01.12.21;WA21;Verschiedene Lebensmittelzubereitungen;544576;347287;197289
01.12.21;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;467120;739985;-272865
01.12.21;WA23;Rückstände der Lebensmittelindustrie, Futter;530432;442228;88204
01.12.21;WA24;Tabak;183000;309455;-126455
01.12.21;WA25;Salz, Schwefel, Steine, Erden usw.;185165;155698;29467
01.12.21;WA26;Erze, Schlacken, Aschen;79382;1176341;-1096959
01.12.21;WA27;Mineralische Brennstoffe usw.;4014087;13695716;-9681629
01.12.21;WA28;Anorganische chemische Erzeugnisse;1123037;647427;475610
01.12.21;WA29;Organische chemische Erzeugnisse;2585087;3038881;-453794
01.12.21;WA30;Pharmazeutische Erzeugnisse;8548665;5518851;3029814
01.12.21;WA31;Düngemittel;349088;137827;211261
01.12.21;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;872409;460638;411771
01.12.21;WA33;Etherische Öle, Riech-, Schönheitsmittel;840569;650059;190510
01.12.21;WA34;Seifen, Waschmittel usw.;649865;378150;271715
01.12.21;WA35;Eiweissstoffe, Klebstoffe, Enzyme;327467;214750;112717
01.12.21;WA36;Sprengstoffe, pyrotechnische Artikel usw.;24964;14136;10828
01.12.21;WA37;Photochemische Erzeugnisse;93630;54381;39249
01.12.21;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;2408748;1931591;477157
01.12.21;WA39;Kunststoffe und Waren daraus;5242022;3744033;1497989
01.12.21;WA40;Kautschuk und Waren daraus;1114444;1036230;78214
01.12.21;WA41;Häute, Felle, Leder;54734;41792;12942
01.12.21;WA42;Lederwaren, Sattlerwaren;212710;376798;-164088
01.12.21;WA43;Pelzfelle, künstliches Pelzwerk;5873;11128;-5255
01.12.21;WA44;Holz, Holzwaren, Holzkohle;821894;730320;91574
01.12.21;WA45;Kork, Korkwaren;2457;9844;-7387
01.12.21;WA46;Flechtwaren, Korbmacherwaren;3861;16362;-12501
01.12.21;WA47;Halbstoffe aus Holz usw., Papierabfall;116920;419224;-302304
01.12.21;WA48;Papier, Pappe und Waren daraus;1694307;1117060;577247
01.12.21;WA49;Bücher, Zeitungen, Bilddrucke usw.;355319;324927;30392
01.12.21;WA50;Seide;1002;1729;-727
01.12.21;WA51;Wolle, feine und grobe Tierhaare;36412;35279;1133
01.12.21;WA52;Baumwolle;54972;61991;-7019
01.12.21;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;4550;7714;-3164
01.12.21;WA54;Synthetisches oder künstliches Filament;110726;99367;11359
01.12.21;WA55;Synthetische oder künstliche Spinnfaser;111651;101354;10297
01.12.21;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;175812;131351;44461
01.12.21;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;40944;108584;-67640
01.12.21;WA58;Spezialgewebe, Spitzen, Tapisserien;33371;21754;11617
01.12.21;WA59;Getränkte, bestrichene usw. Gewebe;172100;89884;82216
01.12.21;WA60;Gewirke und Gestricke;50186;36388;13798
01.12.21;WA61;Bekleidung usw. aus Gewirken, Gestricken;1001495;1775301;-773806
01.12.21;WA62;Andere Bekleidung, Bekleidungszubehör;833925;1318378;-484453
01.12.21;WA63;Andere Konfektion, Spinnstoffwaren usw.;271535;453221;-181686
01.12.21;WA64;Schuhe, Gamaschen, ähnliche Waren;585701;912354;-326653
01.12.21;WA65;Kopfbedeckungen und Teile davon;50810;74672;-23862
01.12.21;WA66;Schirme, Gehstöcke usw., Peitschen;5821;31058;-25237
