Datum;Waren_ID;Warenbezeichnung;Export;Import;Handelsbilanz
01.08.11;WA10;Getreide;112075;187951;-75876
01.08.11;WA11;Müllereierzeugnisse, Malz usw.;73117;42998;30119
01.08.11;WA12;Ölsamen usw., Heilpflanzen usw.;85963;417040;-331077
01.08.11;WA13;Schellack, Gummen, Harz, Pflanzensaft;34999;30981;4018
01.08.11;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;769;2003;-1234
01.08.11;WA15;Tierische und pflanzliche Fette, Öle, Wachs;199927;416502;-216575
01.08.11;WA16;Zubereitungen von Fleisch, Fisch usw.;205319;178269;27050
01.08.11;WA17;Zucker und Zuckerwaren;116158;137916;-21758
01.08.11;WA18;Kakao und Zubereitungen aus Kakao;307657;293370;14287
01.08.11;WA19;Zubereitungen aus Getreide usw., Backwaren;402731;211970;190761
01.08.11;WA20;Zubereitungen von Gemüse, Früchten usw.;168840;339008;-170168
01.08.11;WA21;Verschiedene Lebensmittelzubereitungen;344579;196280;148299
01.08.11;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;402172;498374;-96202
01.08.11;WA23;Rückstände der Lebensmittelindustrie, Futter;239719;234102;5617
01.08.11;WA24;Tabak;360645;160339;200306
01.08.11;WA25;Salz, Schwefel, Steine, Erden usw.;179730;168942;10788
01.08.11;WA26;Erze, Schlacken, Aschen;25770;772317;-746547
01.08.11;WA27;Mineralische Brennstoffe usw.;1903611;9879532;-7975921
01.08.11;WA28;Anorganische chemische Erzeugnisse;782217;614054;168163
01.08.11;WA29;Organische chemische Erzeugnisse;1905459;2239908;-334449
01.08.11;WA30;Pharmazeutische Erzeugnisse;4189712;3004957;1184755
01.08.11;WA31;Düngemittel;183634;137675;45959
01.08.11;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;762780;393095;369685
01.08.11;WA33;Etherische Öle, Riech-, Schönheitsmittel;669648;439502;230146
01.08.11;WA34;Seifen, Waschmittel usw.;485693;274713;210980
01.08.11;WA35;Eiweissstoffe, Klebstoffe, Enzyme;210388;159127;51261
01.08.11;WA36;Sprengstoffe, pyrotechnische Artikel usw.;15089;22880;-7791
01.08.11;WA37;Photochemische Erzeugnisse;75536;54523;21013
01.08.11;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1404240;987499;416741
01.08.11;WA39;Kunststoffe und Waren daraus;3963940;2589977;1373963
01.08.11;WA40;Kautschuk und Waren daraus;1178361;1231207;-52846
01.08.11;WA41;Häute, Felle, Leder;72123;65747;6376
01.08.11;WA42;Lederwaren, Sattlerwaren;147734;285988;-138254
01.08.11;WA43;Pelzfelle, künstliches Pelzwerk;21804;21480;324
01.08.11;WA44;Holz, Holzwaren, Holzkohle;534949;518607;16342
01.08.11;WA45;Kork, Korkwaren;2818;5106;-2288
01.08.11;WA46;Flechtwaren, Korbmacherwaren;3824;12413;-8589
01.08.11;WA47;Halbstoffe aus Holz usw., Papierabfall;104800;339585;-234785
01.08.11;WA48;Papier, Pappe und Waren daraus;1575849;1001102;574747
01.08.11;WA49;Bücher, Zeitungen, Bilddrucke usw.;352087;173612;178475
01.08.11;WA50;Seide;3389;3874;-485
01.08.11;WA51;Wolle, feine und grobe Tierhaare;43321;59674;-16353
01.08.11;WA52;Baumwolle;72799;75069;-2270
01.08.11;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;2754;6468;-3714
01.08.11;WA54;Synthetisches oder künstliches Filament;150318;111028;39290
01.08.11;WA55;Synthetische oder künstliche Spinnfaser;143164;114831;28333
01.08.11;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;174324;99318;75006
01.08.11;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;41035;77424;-36389
01.08.11;WA58;Spezialgewebe, Spitzen, Tapisserien;36785;22230;14555
01.08.11;WA59;Getränkte, bestrichene usw. Gewebe;152054;84820;67234
01.08.11;WA60;Gewirke und Gestricke;55706;31375;24331
01.08.11;WA61;Bekleidung usw. aus Gewirken, Gestricken;708802;1478797;-769995
01.08.11;WA62;Andere Bekleidung, Bekleidungszubehör;805200;1524701;-719501
01.08.11;WA63;Andere Konfektion, Spinnstoffwaren usw.;175219;279556;-104337
01.08.11;WA64;Schuhe, Gamaschen, ähnliche Waren;437331;774342;-337011
01.08.11;WA65;Kopfbedeckungen und Teile davon;27437;46690;-19253
01.08.11;WA66;Schirme, Gehstöcke usw., Peitschen;7550;13973;-6423
01.08.11;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;9086;18449;-9363
01.08.11;WA68;Waren aus Steinen, Gips, Zement usw.;280444;216339;64105
01.08.11;WA69;Keramische Waren;230205;185040;45165
01.08.11;WA70;Glas und Glaswaren;413924;318604;95320
01.08.11;WA71;Perlen, Edelsteine, Edelmetalle;1558631;1853531;-294900
01.08.11;WA72;Eisen und Stahl;1972950;2082022;-109072
01.08.11;WA73;Waren aus Eisen oder Stahl;2332653;1415590;917063
01.08.11;WA74;Kupfer und Waren daraus;989329;1005908;-16579
01.08.11;WA75;Nickel und Waren daraus;89714;147480;-57766
01.08.11;WA76;Aluminium und Waren daraus;1043060;1199287;-156227
01.08.11;WA78;Blei und Waren daraus;44917;22363;22554
01.08.11;WA79;Zink und Waren daraus;47088;111137;-64049
01.08.11;WA80;Zinn und Waren daraus;9470;39691;-30221
01.08.11;WA81;Andere unedle Metalle, Cermets usw.;104873;127053;-22180
01.08.11;WA82;Werkzeuge, Schneidwaren, Essbestecke;498607;339014;159593
01.08.11;WA83;Verschiedene Waren aus unedlen Metallen;525453;301677;223776
01.08.11;WA84;Maschinen, Apparate, mechanische Geräte;15251306;8718010;6533296
01.08.11;WA85;Elektrotechnische Erzeugnisse;8610109;8022431;587678
01.08.11;WA86;Schienenfahrzeuge;202798;120270;82528
01.08.11;WA87;Kraftfahrzeuge, Landfahrzeuge;13032516;4643087;8389429
01.08.11;WA88;Luftfahrzeuge, Raumfahrzeuge;1958907;1185017;773890
01.08.11;WA89;Wasserfahrzeuge;78701;326012;-247311
01.08.11;WA90;Optische, photografische usw. Erzeugnisse;3905326;2080438;1824888
01.08.11;WA91;Uhrmacherwaren;113552;149449;-35897
01.08.11;WA92;Musikinstrumente;38346;41826;-3480
01.08.11;WA93;Waffen und Munition;27830;15319;12511
01.08.11;WA94;Möbel, Beleuchtungskörper usw.;1005670;1063756;-58086
01.08.11;WA95;Spielzeug, Spiele usw., Sportgeräte;316131;400314;-84183
01.08.11;WA96;Verschiedene Waren;156456;115156;41300
01.08.11;WA97;Kunstgegenstände, Sammlungsstücke;41336;19748;21588
01.08.11;WA98;Vollständige Fabrikationsanlagen;390905;1664;389241
01.08.11;WA99;Zusammenstellungen verschiedener Waren;1147911;876688;271223
01.08.12;WA01;Lebende Tiere;129181;157253;-28072
01.08.12;WA02;Fleisch;723757;489654;234103
01.08.12;WA03;Fische, Krebs- und Weichtiere;90150;244435;-154285
01.08.12;WA04;Milch, Milcherzeugnisse, Eier, Honig;663717;490020;173697
01.08.12;WA05;Andere Waren tierischen Ursprungs;50868;73325;-22457
01.08.12;WA06;Pflanzen, Waren des Blumenhandels;46376;180944;-134568
01.08.12;WA07;Gemüse, Pflanzen für Ernährung;75645;304379;-228734
01.08.12;WA08;Geniessbare Früchte und Nüsse;101186;617574;-516388
01.08.12;WA09;Kaffee, Tee, Mate, Gewürze;206825;370445;-163620
01.08.12;WA10;Getreide;158395;176245;-17850
01.08.12;WA11;Müllereierzeugnisse, Malz usw.;94942;42880;52062
01.08.12;WA12;Ölsamen usw., Heilpflanzen usw.;88934;447445;-358511
01.08.12;WA13;Schellack, Gummen, Harz, Pflanzensaft;40151;37007;3144
01.08.12;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;564;1697;-1133
01.08.12;WA15;Tierische und pflanzliche Fette, Öle, Wachs;258287;256827;1460
01.08.12;WA16;Zubereitungen von Fleisch, Fisch usw.;218978;190583;28395
01.08.12;WA17;Zucker und Zuckerwaren;156132;136983;19149
01.08.12;WA18;Kakao und Zubereitungen aus Kakao;325942;253716;72226
01.08.12;WA19;Zubereitungen aus Getreide usw., Backwaren;421173;225850;195323
01.08.12;WA20;Zubereitungen von Gemüse, Früchten usw.;164174;337703;-173529
01.08.12;WA21;Verschiedene Lebensmittelzubereitungen;360763;200010;160753
01.08.12;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;419682;553844;-134162
01.08.12;WA23;Rückstände der Lebensmittelindustrie, Futter;328759;283869;44890
01.08.12;WA24;Tabak;361551;159731;201820
01.08.12;WA25;Salz, Schwefel, Steine, Erden usw.;156962;163372;-6410
01.08.12;WA26;Erze, Schlacken, Aschen;33800;748360;-714560
01.08.12;WA27;Mineralische Brennstoffe usw.;2425099;9935368;-7510269
01.08.12;WA28;Anorganische chemische Erzeugnisse;661731;541842;119889
01.08.12;WA29;Organische chemische Erzeugnisse;2170796;2008526;162270
01.08.12;WA30;Pharmazeutische Erzeugnisse;4715781;2785491;1930290
01.08.12;WA31;Düngemittel;237464;120383;117081
01.08.12;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;818132;423196;394936
01.08.12;WA33;Etherische Öle, Riech-, Schönheitsmittel;725279;442233;283046
01.08.12;WA34;Seifen, Waschmittel usw.;507628;259802;247826
01.08.12;WA35;Eiweissstoffe, Klebstoffe, Enzyme;214052;162543;51509
01.08.12;WA36;Sprengstoffe, pyrotechnische Artikel usw.;17442;22450;-5008
01.08.12;WA37;Photochemische Erzeugnisse;85709;63128;22581
01.08.12;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1425680;935757;489923
01.08.12;WA39;Kunststoffe und Waren daraus;4161506;2587081;1574425
01.08.12;WA40;Kautschuk und Waren daraus;1152634;1131592;21042
01.08.12;WA41;Häute, Felle, Leder;74824;62466;12358
01.08.12;WA42;Lederwaren, Sattlerwaren;142673;283521;-140848
01.08.12;WA43;Pelzfelle, künstliches Pelzwerk;24780;22023;2757
01.08.12;WA44;Holz, Holzwaren, Holzkohle;514882;496923;17959
01.08.12;WA45;Kork, Korkwaren;2772;6680;-3908
01.08.12;WA46;Flechtwaren, Korbmacherwaren;3225;10592;-7367
01.08.12;WA47;Halbstoffe aus Holz usw., Papierabfall;97461;325611;-228150
01.08.12;WA48;Papier, Pappe und Waren daraus;1568287;1022551;545736
01.08.12;WA49;Bücher, Zeitungen, Bilddrucke usw.;368288;163525;204763
01.08.12;WA50;Seide;3687;3995;-308
01.08.12;WA51;Wolle, feine und grobe Tierhaare;41608;39503;2105
01.08.12;WA52;Baumwolle;66612;65985;627
01.08.12;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;2501;5815;-3314
01.08.12;WA54;Synthetisches oder künstliches Filament;139820;111832;27988
01.08.12;WA55;Synthetische oder künstliche Spinnfaser;146561;120959;25602
01.08.12;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;167591;94730;72861
01.08.12;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;41019;76360;-35341
01.08.12;WA58;Spezialgewebe, Spitzen, Tapisserien;33726;24718;9008
01.08.12;WA59;Getränkte, bestrichene usw. Gewebe;155724;79792;75932
01.08.12;WA60;Gewirke und Gestricke;48188;31377;16811
01.08.12;WA61;Bekleidung usw. aus Gewirken, Gestricken;625675;1341725;-716050
01.08.12;WA62;Andere Bekleidung, Bekleidungszubehör;745292;1425067;-679775
01.08.12;WA63;Andere Konfektion, Spinnstoffwaren usw.;169451;271924;-102473
01.08.12;WA64;Schuhe, Gamaschen, ähnliche Waren;382000;791425;-409425
01.08.12;WA65;Kopfbedeckungen und Teile davon;25851;45561;-19710
01.08.12;WA66;Schirme, Gehstöcke usw., Peitschen;6469;10122;-3653
01.08.12;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;8275;18560;-10285
01.08.12;WA68;Waren aus Steinen, Gips, Zement usw.;307786;215964;91822
01.08.12;WA69;Keramische Waren;237266;191044;46222
01.08.12;WA70;Glas und Glaswaren;419845;330916;88929
01.08.12;WA71;Perlen, Edelsteine, Edelmetalle;1354061;1432736;-78675
01.08.12;WA72;Eisen und Stahl;1891581;1740705;150876
01.08.12;WA73;Waren aus Eisen oder Stahl;2135697;1374216;761481
01.08.12;WA74;Kupfer und Waren daraus;886288;755546;130742
01.08.12;WA75;Nickel und Waren daraus;83092;110080;-26988
01.08.12;WA76;Aluminium und Waren daraus;1001966;1060314;-58348
01.08.12;WA78;Blei und Waren daraus;29322;20337;8985
01.08.12;WA79;Zink und Waren daraus;53555;82591;-29036
01.08.12;WA80;Zinn und Waren daraus;9916;35836;-25920
01.08.12;WA81;Andere unedle Metalle, Cermets usw.;105736;122267;-16531
01.08.12;WA82;Werkzeuge, Schneidwaren, Essbestecke;553865;366549;187316
01.08.12;WA83;Verschiedene Waren aus unedlen Metallen;539111;312616;226495
01.08.12;WA84;Maschinen, Apparate, mechanische Geräte;15334012;8553874;6780138
01.08.12;WA85;Elektrotechnische Erzeugnisse;8966416;7832363;1134053
01.08.12;WA86;Schienenfahrzeuge;473514;177451;296063
01.08.12;WA87;Kraftfahrzeuge, Landfahrzeuge;13728664;5010766;8717898
01.08.12;WA88;Luftfahrzeuge, Raumfahrzeuge;2570426;2038206;532220
01.08.12;WA89;Wasserfahrzeuge;550893;688044;-137151
01.08.12;WA90;Optische, photografische usw. Erzeugnisse;4104844;2145993;1958851
01.08.12;WA91;Uhrmacherwaren;124119;174274;-50155
01.08.12;WA92;Musikinstrumente;37764;42611;-4847
01.08.12;WA93;Waffen und Munition;40171;17412;22759
01.08.12;WA94;Möbel, Beleuchtungskörper usw.;1003455;1130104;-126649
01.08.12;WA95;Spielzeug, Spiele usw., Sportgeräte;286058;411853;-125795
01.08.12;WA96;Verschiedene Waren;266729;177767;88962
01.08.12;WA97;Kunstgegenstände, Sammlungsstücke;38961;26669;12292
01.08.12;WA98;Vollständige Fabrikationsanlagen;355950;526;355424
01.08.12;WA99;Zusammenstellungen verschiedener Waren;1801959;804326;997633
01.08.13;WA01;Lebende Tiere;122863;171815;-48952
01.08.13;WA02;Fleisch;686230;482047;204183
01.08.13;WA03;Fische, Krebs- und Weichtiere;102108;244880;-142772
01.08.13;WA04;Milch, Milcherzeugnisse, Eier, Honig;755710;571917;183793
01.08.13;WA05;Andere Waren tierischen Ursprungs;59076;69168;-10092
01.08.13;WA06;Pflanzen, Waren des Blumenhandels;53569;158168;-104599
01.08.13;WA07;Gemüse, Pflanzen für Ernährung;88028;353834;-265806
01.08.13;WA08;Geniessbare Früchte und Nüsse;111380;688252;-576872
01.08.13;WA09;Kaffee, Tee, Mate, Gewürze;171766;261105;-89339
01.08.13;WA10;Getreide;293883;173997;119886
01.08.13;WA11;Müllereierzeugnisse, Malz usw.;98985;45834;53151
01.08.13;WA12;Ölsamen usw., Heilpflanzen usw.;75482;420006;-344524
01.08.13;WA13;Schellack, Gummen, Harz, Pflanzensaft;38753;37069;1684
01.08.13;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;688;2573;-1885
01.08.13;WA15;Tierische und pflanzliche Fette, Öle, Wachs;229039;325978;-96939
01.08.13;WA16;Zubereitungen von Fleisch, Fisch usw.;209161;186943;22218
01.08.13;WA17;Zucker und Zuckerwaren;144478;143107;1371
01.08.13;WA18;Kakao und Zubereitungen aus Kakao;318372;277051;41321
01.08.13;WA19;Zubereitungen aus Getreide usw., Backwaren;422737;237116;185621
01.08.13;WA20;Zubereitungen von Gemüse, Früchten usw.;185449;327544;-142095
01.08.13;WA21;Verschiedene Lebensmittelzubereitungen;363224;205570;157654
01.08.13;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;423789;507443;-83654
01.08.13;WA23;Rückstände der Lebensmittelindustrie, Futter;304179;278776;25403
01.08.13;WA24;Tabak;306257;148856;157401
01.08.13;WA25;Salz, Schwefel, Steine, Erden usw.;160274;140111;20163
01.08.13;WA26;Erze, Schlacken, Aschen;25387;461901;-436514
01.08.13;WA27;Mineralische Brennstoffe usw.;2226489;11566908;-9340419
01.08.13;WA28;Anorganische chemische Erzeugnisse;620838;374542;246296
01.08.13;WA29;Organische chemische Erzeugnisse;1983491;2109346;-125855
01.08.13;WA30;Pharmazeutische Erzeugnisse;4414634;2651368;1763266
01.08.13;WA31;Düngemittel;166271;90223;76048
01.08.13;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;833308;434986;398322
01.08.13;WA33;Etherische Öle, Riech-, Schönheitsmittel;698339;456112;242227
01.08.13;WA34;Seifen, Waschmittel usw.;512522;270614;241908
01.08.13;WA35;Eiweissstoffe, Klebstoffe, Enzyme;230434;151978;78456
01.08.13;WA36;Sprengstoffe, pyrotechnische Artikel usw.;14449;19526;-5077
01.08.13;WA37;Photochemische Erzeugnisse;80006;56985;23021
01.08.13;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1431152;889118;542034
01.08.13;WA39;Kunststoffe und Waren daraus;4024002;2631104;1392898
01.08.13;WA40;Kautschuk und Waren daraus;1108653;1106279;2374
01.08.13;WA41;Häute, Felle, Leder;75549;66976;8573
01.08.13;WA42;Lederwaren, Sattlerwaren;151099;272539;-121440
01.08.13;WA43;Pelzfelle, künstliches Pelzwerk;21219;15761;5458
01.08.13;WA44;Holz, Holzwaren, Holzkohle;514512;527293;-12781
01.08.13;WA45;Kork, Korkwaren;1868;6156;-4288
01.08.13;WA46;Flechtwaren, Korbmacherwaren;2831;9195;-6364
01.08.13;WA47;Halbstoffe aus Holz usw., Papierabfall;95453;290501;-195048
01.08.13;WA48;Papier, Pappe und Waren daraus;1368061;926040;442021
01.08.13;WA49;Bücher, Zeitungen, Bilddrucke usw.;357272;137375;219897
01.08.13;WA50;Seide;3216;3825;-609
01.08.13;WA51;Wolle, feine und grobe Tierhaare;33630;41802;-8172
01.08.13;WA52;Baumwolle;60111;66478;-6367
01.08.13;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;2121;4448;-2327
01.08.13;WA54;Synthetisches oder künstliches Filament;128984;99959;29025
01.08.13;WA55;Synthetische oder künstliche Spinnfaser;145799;112441;33358
01.08.13;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;174270;93704;80566
01.08.13;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;34088;72321;-38233
01.08.13;WA58;Spezialgewebe, Spitzen, Tapisserien;32485;18826;13659
01.08.13;WA59;Getränkte, bestrichene usw. Gewebe;151783;79209;72574
01.08.13;WA60;Gewirke und Gestricke;50895;25568;25327
01.08.13;WA61;Bekleidung usw. aus Gewirken, Gestricken;649089;1354098;-705009
01.08.13;WA62;Andere Bekleidung, Bekleidungszubehör;726956;1400447;-673491
01.08.13;WA63;Andere Konfektion, Spinnstoffwaren usw.;167868;264579;-96711
01.08.13;WA64;Schuhe, Gamaschen, ähnliche Waren;396009;769441;-373432
01.08.13;WA65;Kopfbedeckungen und Teile davon;30223;48093;-17870
01.08.13;WA66;Schirme, Gehstöcke usw., Peitschen;7523;9966;-2443
01.08.13;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;7065;14654;-7589
01.08.13;WA68;Waren aus Steinen, Gips, Zement usw.;292493;213524;78969
01.08.13;WA69;Keramische Waren;224754;184360;40394
01.08.13;WA70;Glas und Glaswaren;409426;326037;83389
01.08.13;WA71;Perlen, Edelsteine, Edelmetalle;973808;1199568;-225760
01.08.13;WA72;Eisen und Stahl;1577148;1681993;-104845
01.08.13;WA73;Waren aus Eisen oder Stahl;1922225;1350690;571535
01.08.13;WA74;Kupfer und Waren daraus;838662;788042;50620
01.08.13;WA75;Nickel und Waren daraus;64608;86522;-21914
01.08.13;WA76;Aluminium und Waren daraus;951040;1028572;-77532
01.08.13;WA78;Blei und Waren daraus;26423;23821;2602
01.08.13;WA79;Zink und Waren daraus;44685;93902;-49217
01.08.13;WA80;Zinn und Waren daraus;9471;40402;-30931
01.08.13;WA81;Andere unedle Metalle, Cermets usw.;99129;117893;-18764
01.08.13;WA82;Werkzeuge, Schneidwaren, Essbestecke;525193;306965;218228
01.08.13;WA83;Verschiedene Waren aus unedlen Metallen;528505;292626;235879
01.08.13;WA84;Maschinen, Apparate, mechanische Geräte;14481736;8129391;6352345
01.08.13;WA85;Elektrotechnische Erzeugnisse;8474313;7430229;1044084
01.08.13;WA86;Schienenfahrzeuge;251572;186438;65134
01.08.13;WA87;Kraftfahrzeuge, Landfahrzeuge;13346266;4802390;8543876
01.08.13;WA88;Luftfahrzeuge, Raumfahrzeuge;2352835;1457803;895032
01.08.13;WA89;Wasserfahrzeuge;161839;253504;-91665
01.08.13;WA90;Optische, photografische usw. Erzeugnisse;3954189;2074095;1880094
01.08.13;WA91;Uhrmacherwaren;138473;170237;-31764
01.08.13;WA92;Musikinstrumente;34805;34232;573
01.08.13;WA93;Waffen und Munition;40116;17256;22860
01.08.13;WA94;Möbel, Beleuchtungskörper usw.;988869;1107697;-118828
01.08.13;WA95;Spielzeug, Spiele usw., Sportgeräte;255311;355064;-99753
01.08.13;WA96;Verschiedene Waren;268821;184695;84126
01.08.13;WA97;Kunstgegenstände, Sammlungsstücke;48625;17677;30948
01.08.13;WA98;Vollständige Fabrikationsanlagen;250895;6482;244413
01.08.13;WA99;Zusammenstellungen verschiedener Waren;1415003;742680;672323
01.08.14;WA01;Lebende Tiere;116245;146112;-29867
01.08.14;WA02;Fleisch;612721;460637;152084
01.08.14;WA03;Fische, Krebs- und Weichtiere;103857;242004;-138147
01.08.14;WA04;Milch, Milcherzeugnisse, Eier, Honig;756394;590289;166105
01.08.14;WA05;Andere Waren tierischen Ursprungs;52479;62872;-10393
01.08.14;WA06;Pflanzen, Waren des Blumenhandels;53075;172307;-119232
01.08.14;WA07;Gemüse, Pflanzen für Ernährung;71972;298245;-226273
01.08.14;WA08;Geniessbare Früchte und Nüsse;114116;623783;-509667
01.08.14;WA09;Kaffee, Tee, Mate, Gewürze;168453;323478;-155025
01.08.14;WA10;Getreide;209951;189191;20760
01.08.14;WA11;Müllereierzeugnisse, Malz usw.;104348;38547;65801
01.08.14;WA12;Ölsamen usw., Heilpflanzen usw.;70344;444679;-374335
01.08.14;WA13;Schellack, Gummen, Harz, Pflanzensaft;36099;33774;2325
01.08.14;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;1178;3256;-2078
01.08.14;WA15;Tierische und pflanzliche Fette, Öle, Wachs;217179;334115;-116936
01.08.14;WA16;Zubereitungen von Fleisch, Fisch usw.;211801;174909;36892
01.08.14;WA17;Zucker und Zuckerwaren;154658;132781;21877
01.08.14;WA18;Kakao und Zubereitungen aus Kakao;355777;296191;59586
01.08.14;WA19;Zubereitungen aus Getreide usw., Backwaren;428616;257384;171232
01.08.14;WA20;Zubereitungen von Gemüse, Früchten usw.;184751;313601;-128850
01.08.14;WA21;Verschiedene Lebensmittelzubereitungen;366253;217667;148586
01.08.14;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;444569;525436;-80867
01.08.14;WA23;Rückstände der Lebensmittelindustrie, Futter;333551;284341;49210
01.08.14;WA24;Tabak;306116;142436;163680
01.08.14;WA25;Salz, Schwefel, Steine, Erden usw.;149798;142904;6894
01.08.14;WA26;Erze, Schlacken, Aschen;20487;629712;-609225
01.08.14;WA27;Mineralische Brennstoffe usw.;1992321;9299175;-7306854
01.08.14;WA28;Anorganische chemische Erzeugnisse;655697;554140;101557
01.08.14;WA29;Organische chemische Erzeugnisse;2001283;2337190;-335907
01.08.14;WA30;Pharmazeutische Erzeugnisse;5276209;2963945;2312264
01.08.14;WA31;Düngemittel;152268;97987;54281
01.08.14;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;775442;425932;349510
01.08.14;WA33;Etherische Öle, Riech-, Schönheitsmittel;699851;465363;234488
01.08.14;WA34;Seifen, Waschmittel usw.;521263;278016;243247
01.08.14;WA35;Eiweissstoffe, Klebstoffe, Enzyme;232956;151504;81452
01.08.14;WA36;Sprengstoffe, pyrotechnische Artikel usw.;16466;20067;-3601
01.08.14;WA37;Photochemische Erzeugnisse;81673;55693;25980
01.08.14;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1426071;919332;506739
01.08.14;WA39;Kunststoffe und Waren daraus;4068082;2617227;1450855
01.08.14;WA40;Kautschuk und Waren daraus;1041840;1012399;29441
01.08.14;WA41;Häute, Felle, Leder;74775;70714;4061
01.08.14;WA42;Lederwaren, Sattlerwaren;155586;293554;-137968
01.08.14;WA43;Pelzfelle, künstliches Pelzwerk;19024;15567;3457
01.08.14;WA44;Holz, Holzwaren, Holzkohle;514094;529620;-15526
01.08.14;WA45;Kork, Korkwaren;2381;9272;-6891
01.08.14;WA46;Flechtwaren, Korbmacherwaren;3687;10156;-6469
01.08.14;WA47;Halbstoffe aus Holz usw., Papierabfall;87592;273641;-186049
01.08.14;WA48;Papier, Pappe und Waren daraus;1300885;898302;402583
01.08.14;WA49;Bücher, Zeitungen, Bilddrucke usw.;339301;142368;196933
01.08.14;WA50;Seide;3152;4435;-1283
01.08.14;WA51;Wolle, feine und grobe Tierhaare;30408;38646;-8238
01.08.14;WA52;Baumwolle;53615;55451;-1836
01.08.14;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;2057;3862;-1805
01.08.14;WA54;Synthetisches oder künstliches Filament;127233;103519;23714
01.08.14;WA55;Synthetische oder künstliche Spinnfaser;127436;104283;23153
01.08.14;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;170989;93013;77976
01.08.14;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;37239;67534;-30295
01.08.14;WA58;Spezialgewebe, Spitzen, Tapisserien;30738;18372;12366
01.08.14;WA59;Getränkte, bestrichene usw. Gewebe;150925;74542;76383
01.08.14;WA60;Gewirke und Gestricke;45857;24156;21701
01.08.14;WA61;Bekleidung usw. aus Gewirken, Gestricken;681359;1398868;-717509
01.08.14;WA62;Andere Bekleidung, Bekleidungszubehör;764432;1419750;-655318
01.08.14;WA63;Andere Konfektion, Spinnstoffwaren usw.;186340;276040;-89700
01.08.14;WA64;Schuhe, Gamaschen, ähnliche Waren;451556;870163;-418607
01.08.14;WA65;Kopfbedeckungen und Teile davon;31029;51280;-20251
01.08.14;WA66;Schirme, Gehstöcke usw., Peitschen;5869;12733;-6864
01.08.14;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;7952;14228;-6276
01.08.14;WA68;Waren aus Steinen, Gips, Zement usw.;301733;214811;86922
01.08.14;WA69;Keramische Waren;232718;189731;42987
01.08.14;WA70;Glas und Glaswaren;420403;312835;107568
01.08.14;WA71;Perlen, Edelsteine, Edelmetalle;849540;1122106;-272566
01.08.14;WA72;Eisen und Stahl;1600373;1644934;-44561
01.08.14;WA73;Waren aus Eisen oder Stahl;1953181;1365789;587392
01.08.14;WA74;Kupfer und Waren daraus;803690;749638;54052
01.08.14;WA75;Nickel und Waren daraus;77352;100371;-23019
01.08.14;WA76;Aluminium und Waren daraus;991036;1046339;-55303
01.08.14;WA78;Blei und Waren daraus;32902;24007;8895
01.08.14;WA79;Zink und Waren daraus;45625;102152;-56527
01.08.14;WA80;Zinn und Waren daraus;8229;29566;-21337
01.08.14;WA81;Andere unedle Metalle, Cermets usw.;101809;113682;-11873
01.08.14;WA82;Werkzeuge, Schneidwaren, Essbestecke;550323;325269;225054
01.08.14;WA83;Verschiedene Waren aus unedlen Metallen;507621;284081;223540
01.08.14;WA84;Maschinen, Apparate, mechanische Geräte;14535621;7935419;6600202
01.08.14;WA85;Elektrotechnische Erzeugnisse;8431884;7517383;914501
01.08.14;WA86;Schienenfahrzeuge;241615;140403;101212
01.08.14;WA87;Kraftfahrzeuge, Landfahrzeuge;11515787;4909990;6605797
01.08.14;WA88;Luftfahrzeuge, Raumfahrzeuge;2077265;1429663;647602
01.08.14;WA89;Wasserfahrzeuge;277132;30984;246148
01.08.14;WA90;Optische, photografische usw. Erzeugnisse;3889523;2134543;1754980
